"settlement_id","payment_id","processor","gross_amount","processor_fee","net_amount","currency","settlement_status","settled_at"
"3023","147179","adyen","128.05","3.42","124.63","MXN","settled","2026-08-19T08:07:43.8177485+00:00"
"3024","118122","paypal","73.03","2.4","70.63","MXN","pending","2026-08-11T06:18:43.8177485+00:00"
"3025","2597","stripe","113.79","2.5","111.29","COP","settled","2026-07-30T09:07:43.8177485+00:00"
"3026","98907","stripe","119.87","4.76","115.11","MXN","pending","2026-07-22T11:59:43.8177485+00:00"
"3027","126154","paypal","9.2","0.2","9","USD","settled","2026-08-01T06:40:43.8177485+00:00"
"3028","188767","stripe","138.3","5.27","133.03","COP","settled","2026-07-30T11:42:43.8177485+00:00"
"3029","166003","paypal","65.68","1.38","64.3","COP","settled","2026-08-10T01:35:43.8177485+00:00"
"3030","14727","adyen","33.76","1.23","32.53","COP","settled","2026-07-29T21:48:43.8177485+00:00"
"3031","185001","paypal","29.65","0.89","28.76","MXN","settled","2026-08-15T18:46:43.8177485+00:00"
"3032","34986","adyen","27.17","1","26.17","MXN","settled","2026-08-03T09:24:43.8177485+00:00"
"3033","32427","paypal","119.41","2.6","116.81","MXN","settled","2026-07-26T03:57:43.8177485+00:00"
"3034","166131","adyen","18.4","0.42","17.98","MXN","settled","2026-08-15T18:09:43.8177485+00:00"
"3035","237923","adyen","137.57","5.07","132.5","MXN","settled","2026-07-25T11:42:43.8177485+00:00"
"3036","181547","adyen","83.82","2.67","81.15","USD","settled","2026-08-03T03:11:43.8177485+00:00"
"3037","67616","paypal","126.56","4.16","122.4","COP","settled","2026-08-14T04:21:43.8177485+00:00"
"3038","64471","adyen","80.4","2.5","77.9","MXN","settled","2026-08-06T02:49:43.8177485+00:00"
"3039","228296","stripe","72.62","1.75","70.87","USD","settled","2026-08-14T14:10:43.8177485+00:00"
"3040","153988","adyen","47.98","1.87","46.11","USD","settled","2026-08-12T20:04:43.8177485+00:00"
"3041","91364","paypal","16.98","0.66","16.32","MXN","settled","2026-08-13T02:30:43.8177485+00:00"
"3042","224113","paypal","13.96","0.32","13.64","COP","settled","2026-08-14T02:07:43.8177485+00:00"
"3043","193239","stripe","36.02","1.26","34.76","COP","pending","2026-08-18T02:59:43.8177485+00:00"
"3044","215126","adyen","97.82","2.8","95.02","MXN","settled","2026-08-02T13:40:43.8177485+00:00"
"3045","100696","stripe","21.27","0.84","20.43","COP","settled","2026-07-29T09:10:43.8177485+00:00"
"3046","213572","adyen","105.34","2.9","102.44","MXN","settled","2026-08-18T05:32:43.8177485+00:00"
"3047","85990","stripe","15.03","0.42","14.61","COP","pending","2026-07-21T07:15:43.8177485+00:00"
"3048","56152","adyen","66.32","2.13","64.19","MXN","pending","2026-08-16T21:39:43.8177485+00:00"
"3049","17484","stripe","105.5","2.91","102.59","MXN","settled","2026-07-22T11:17:43.8177485+00:00"
"3050","197570","paypal","74.62","1.79","72.83","MXN","settled","2026-07-21T11:09:43.8197553+00:00"
"3051","21896","stripe","60.62","1.65","58.97","USD","settled","2026-07-31T04:17:43.8197553+00:00"
"3052","96205","adyen","46.34","1.25","45.09","USD","settled","2026-07-20T16:25:43.8197553+00:00"
"3053","61210","stripe","23.83","0.7","23.13","USD","settled","2026-08-18T12:17:43.8197553+00:00"
"3054","178647","adyen","43.39","1.72","41.67","MXN","settled","2026-07-24T16:46:43.8197553+00:00"
"3055","36117","paypal","7.52","0.24","7.28","MXN","settled","2026-08-03T02:15:43.8197553+00:00"
"3056","130417","adyen","40.88","0.97","39.91","COP","settled","2026-08-11T00:03:43.8197553+00:00"
"3057","137118","paypal","16.72","0.43","16.29","COP","pending","2026-07-31T18:57:43.8197553+00:00"
"3058","221236","stripe","121.72","4.04","117.68","COP","settled","2026-08-10T20:13:43.8197553+00:00"
"3059","43220","stripe","53.99","1.66","52.33","MXN","settled","2026-07-30T03:14:43.8197553+00:00"
"3060","174489","adyen","31.19","0.79","30.4","USD","pending","2026-08-19T09:15:43.8197553+00:00"
"3061","23308","adyen","54.16","1.11","53.05","USD","settled","2026-07-22T00:25:43.8197553+00:00"
"3062","62735","paypal","46.43","1.42","45.01","USD","settled","2026-08-03T13:48:43.8197553+00:00"
"3063","142096","paypal","36.37","1.16","35.21","USD","settled","2026-08-17T18:26:43.8197553+00:00"
"3064","233353","paypal","60.26","1.82","58.44","USD","settled","2026-08-08T11:41:43.8197553+00:00"
"3065","230514","paypal","87.13","1.78","85.35","MXN","pending","2026-07-26T06:54:43.8197553+00:00"
"3066","98045","stripe","123.16","4.73","118.43","COP","settled","2026-08-02T06:06:43.8197553+00:00"
"3067","78808","adyen","53.25","1.26","51.99","MXN","settled","2026-07-20T16:54:43.8197553+00:00"
"3068","58731","stripe","80.18","1.69","78.49","MXN","settled","2026-07-29T01:37:43.8197553+00:00"
"3069","84711","paypal","109.32","3.97","105.35","COP","pending","2026-08-13T01:05:43.8197553+00:00"
"3070","200973","stripe","126.19","3.56","122.63","USD","pending","2026-08-07T14:19:43.8197553+00:00"
"3071","75803","adyen","56.64","1.14","55.5","COP","settled","2026-08-02T02:17:43.8197553+00:00"
"3072","48837","paypal","51.23","1.35","49.88","MXN","settled","2026-07-31T10:26:43.8197553+00:00"
"3073","60227","adyen","85.44","2.33","83.11","MXN","pending","2026-08-09T13:00:43.8197553+00:00"
"3074","212498","stripe","137.21","3.71","133.5","COP","settled","2026-08-12T06:54:43.8197553+00:00"
"3075","134959","adyen","112.23","4.11","108.12","USD","settled","2026-07-23T15:49:43.8197553+00:00"
"3076","190335","stripe","144.2","4.12","140.08","COP","pending","2026-08-17T12:39:43.8197553+00:00"
"3077","120688","stripe","134.06","5.35","128.71","USD","settled","2026-08-11T22:31:43.8217637+00:00"
"3078","130942","paypal","140.16","4.6","135.56","MXN","settled","2026-08-16T13:40:43.8217637+00:00"
"3079","221350","paypal","125.62","3.45","122.17","MXN","settled","2026-08-02T02:58:43.8217637+00:00"
"3080","183016","adyen","121.04","2.98","118.06","USD","settled","2026-07-21T22:40:43.8217637+00:00"
"3081","64533","stripe","69.54","2.06","67.48","USD","settled","2026-07-27T08:05:43.8217637+00:00"
"3082","172981","adyen","131.49","3.54","127.95","COP","settled","2026-08-06T11:50:43.8217637+00:00"
"3083","35342","adyen","81.08","2.22","78.86","MXN","settled","2026-08-03T03:14:43.8217637+00:00"
"3084","104278","stripe","21.05","0.73","20.32","COP","pending","2026-08-02T19:30:43.8217637+00:00"
"3085","787","paypal","118.29","3.94","114.35","USD","settled","2026-08-10T18:27:43.8217637+00:00"
"3086","213314","adyen","51.75","1.92","49.83","COP","pending","2026-08-12T21:56:43.8217637+00:00"
"3087","32686","paypal","93.49","3.6","89.89","MXN","settled","2026-08-03T07:54:43.8217637+00:00"
"3088","83893","adyen","88.03","3.34","84.69","COP","settled","2026-07-22T05:45:43.8217637+00:00"
"3089","164060","stripe","36.74","0.98","35.76","MXN","settled","2026-07-20T23:58:43.8217637+00:00"
"3090","18278","paypal","116.32","2.67","113.65","COP","settled","2026-07-30T06:55:43.8217637+00:00"
"3091","182437","stripe","32.61","0.79","31.82","MXN","pending","2026-07-22T17:51:43.8217637+00:00"
"3092","203624","paypal","59.71","1.71","58","COP","settled","2026-08-01T02:36:43.8217637+00:00"
"3093","223469","stripe","138.55","3.41","135.14","COP","pending","2026-08-05T05:35:43.8217637+00:00"
"3094","26643","paypal","90.86","3","87.86","COP","settled","2026-07-24T11:54:43.8217637+00:00"
"3095","50035","adyen","98.06","3.57","94.49","USD","settled","2026-08-10T12:52:43.8217637+00:00"
"3096","188832","adyen","50.44","1.05","49.39","USD","settled","2026-07-29T21:41:43.8217637+00:00"
"3097","1262","stripe","68.41","1.83","66.58","MXN","pending","2026-08-10T20:49:43.8217637+00:00"
"3098","164862","paypal","22.84","0.71","22.13","COP","settled","2026-08-12T06:15:43.8217637+00:00"
"3099","183548","paypal","65.85","2.12","63.73","COP","settled","2026-08-01T00:01:43.8217637+00:00"
"3100","133425","stripe","73.35","2.11","71.24","USD","settled","2026-08-18T19:24:43.8217637+00:00"
"3101","229723","paypal","133.94","2.92","131.02","USD","settled","2026-08-16T01:08:43.8217637+00:00"
"3102","187738","adyen","123.58","3.49","120.09","MXN","pending","2026-08-04T17:49:43.8217637+00:00"
"3103","214215","adyen","36.41","1.07","35.34","COP","pending","2026-07-24T22:50:43.8217637+00:00"
"3104","225315","adyen","60.8","1.32","59.48","COP","settled","2026-07-27T07:39:43.8217637+00:00"
"3105","202726","stripe","130.78","3.2","127.58","COP","settled","2026-07-28T19:16:43.8217637+00:00"
"3106","180646","paypal","8.21","0.18","8.03","COP","settled","2026-07-28T11:31:43.8217637+00:00"
"3107","72444","stripe","46.31","1.09","45.22","USD","settled","2026-08-14T11:53:43.8217637+00:00"
"3108","234965","adyen","45.13","1.72","43.41","COP","settled","2026-08-12T01:06:43.8217637+00:00"
"3109","27865","stripe","114.72","3.51","111.21","COP","pending","2026-07-21T13:26:43.8217637+00:00"
"3110","57913","paypal","36.86","1.17","35.69","COP","settled","2026-08-07T05:06:43.8217637+00:00"
"3111","81930","paypal","86.95","3.16","83.79","COP","settled","2026-08-18T22:35:43.8254475+00:00"
"3112","245603","stripe","56.62","1.45","55.17","MXN","settled","2026-08-17T00:45:43.8254475+00:00"
"3113","26884","stripe","23.77","0.63","23.14","USD","pending","2026-07-27T17:11:43.8254475+00:00"
"3114","172815","stripe","146.71","4.53","142.18","COP","settled","2026-07-19T18:03:43.8254475+00:00"
"3115","58452","stripe","54.65","2.02","52.63","USD","settled","2026-08-09T16:25:43.8254475+00:00"
"3116","109264","adyen","31.36","1.13","30.23","COP","settled","2026-08-09T08:48:43.8254475+00:00"
"3117","180002","paypal","8.04","0.2","7.84","USD","pending","2026-08-04T07:24:43.8254475+00:00"
"3118","6475","stripe","123.25","3.45","119.8","USD","settled","2026-08-18T19:52:43.8254475+00:00"
"3119","141920","stripe","14.24","0.57","13.67","USD","settled","2026-08-13T08:23:43.8254475+00:00"
"3120","46528","adyen","39.29","0.85","38.44","COP","settled","2026-07-23T09:15:43.8254475+00:00"
"3121","206650","paypal","59.25","1.55","57.7","MXN","pending","2026-08-06T10:00:43.8254475+00:00"
"3122","84856","stripe","63.95","1.44","62.51","MXN","settled","2026-07-24T21:55:43.8254475+00:00"
"3123","89128","paypal","91.9","1.86","90.04","MXN","settled","2026-08-14T09:03:43.8254475+00:00"
"3124","169638","paypal","90.13","3.56","86.57","USD","pending","2026-08-01T11:42:43.8254475+00:00"
"3125","245272","stripe","102.92","3.14","99.78","COP","settled","2026-08-13T18:16:43.8254475+00:00"
"3126","163426","stripe","133.72","4.85","128.87","MXN","settled","2026-08-07T02:29:43.8254475+00:00"
"3127","223619","adyen","131.36","4.56","126.8","COP","settled","2026-07-28T21:28:43.8254475+00:00"
"3128","45279","stripe","91.69","2.34","89.35","COP","settled","2026-07-31T20:04:43.8254475+00:00"
"3129","178053","stripe","27.1","1.04","26.06","COP","pending","2026-07-24T03:44:43.8254475+00:00"
"3130","71998","paypal","98.97","3.89","95.08","USD","settled","2026-08-15T23:49:43.8254475+00:00"
"3131","182161","stripe","65.47","2.57","62.9","MXN","pending","2026-08-17T16:53:43.8254475+00:00"
"3132","153291","adyen","51.59","1.22","50.37","MXN","pending","2026-07-19T23:46:43.8254475+00:00"
"3133","186203","paypal","94.23","2.03","92.2","COP","settled","2026-07-26T07:02:43.8254475+00:00"
"3134","180057","paypal","46.5","1.19","45.31","USD","settled","2026-07-22T19:44:43.8274540+00:00"
"3135","30809","stripe","63.87","2.1","61.77","USD","pending","2026-08-05T10:57:43.8274540+00:00"
"3136","63438","stripe","105.53","2.55","102.98","COP","settled","2026-08-13T08:05:43.8274540+00:00"
"3137","63760","paypal","114.4","3.9","110.5","MXN","settled","2026-07-26T08:28:43.8274540+00:00"
"3138","1716","stripe","139.28","3.09","136.19","COP","settled","2026-08-07T19:51:43.8274540+00:00"
"3139","187348","stripe","109.88","3.04","106.84","MXN","settled","2026-07-20T03:27:43.8274540+00:00"
"3140","227759","adyen","83.13","2.31","80.82","MXN","pending","2026-07-21T01:03:43.8274540+00:00"
"3141","178361","adyen","56.22","2.12","54.1","USD","pending","2026-08-16T04:51:43.8274540+00:00"
"3142","23692","adyen","18.32","0.73","17.59","COP","settled","2026-08-10T05:30:43.8274540+00:00"
"3143","173560","stripe","148.34","3.73","144.61","COP","pending","2026-08-06T19:22:43.8274540+00:00"
"3144","76671","stripe","55.33","1.59","53.74","USD","settled","2026-08-05T00:38:43.8274540+00:00"
"3145","103389","adyen","36.17","1.07","35.1","USD","settled","2026-08-14T18:43:43.8274540+00:00"
"3146","181934","adyen","45.01","1.55","43.46","MXN","settled","2026-08-14T10:31:43.8274540+00:00"
"3147","212756","paypal","74.38","2.34","72.04","USD","settled","2026-08-15T21:02:43.8274540+00:00"
"3148","219203","paypal","124.81","4.66","120.15","USD","settled","2026-08-03T18:55:43.8274540+00:00"
"3149","41329","stripe","35.9","1.32","34.58","USD","pending","2026-08-02T23:34:43.8274540+00:00"
"3150","16657","adyen","141.75","2.84","138.91","USD","pending","2026-08-06T01:59:43.8274540+00:00"
"3151","237266","stripe","79.12","1.7","77.42","MXN","settled","2026-07-23T10:05:43.8274540+00:00"
"3152","143628","adyen","124.43","2.75","121.68","COP","settled","2026-07-25T16:08:43.8274540+00:00"
"3153","200540","paypal","94.69","2.65","92.04","MXN","settled","2026-07-27T14:17:43.8274540+00:00"
"3154","30418","paypal","74.66","2.61","72.05","MXN","settled","2026-07-20T02:46:43.8274540+00:00"
"3155","39477","adyen","11.53","0.43","11.1","USD","pending","2026-07-24T16:19:43.8274540+00:00"
"3156","122589","adyen","78.81","1.71","77.1","MXN","settled","2026-07-21T00:10:43.8274540+00:00"
"3157","193069","adyen","43.64","1.01","42.63","MXN","settled","2026-08-04T21:21:43.8274540+00:00"
"3158","80141","adyen","104.83","2.85","101.98","MXN","settled","2026-08-18T00:11:43.8274540+00:00"
"3159","45988","adyen","48.76","1.26","47.5","COP","settled","2026-07-31T09:37:43.8314023+00:00"
"3160","195920","paypal","86.69","3.28","83.41","COP","pending","2026-08-02T10:52:43.8314023+00:00"
"3161","59581","adyen","85.34","2.89","82.45","USD","settled","2026-07-20T03:53:43.8314023+00:00"
"3162","121483","paypal","141.15","5.49","135.66","MXN","pending","2026-08-16T21:49:43.8321201+00:00"
"3163","176996","paypal","29.44","0.83","28.61","COP","settled","2026-07-25T23:56:43.8321201+00:00"
"3164","227290","adyen","96.45","3.38","93.07","COP","settled","2026-08-18T21:04:43.8321201+00:00"
"3165","71234","paypal","100.31","2.55","97.76","MXN","settled","2026-08-16T12:49:43.8326396+00:00"
"3166","148851","paypal","5.61","0.12","5.49","MXN","settled","2026-08-03T20:06:43.8326396+00:00"
"3167","220755","adyen","74.24","2.34","71.9","COP","settled","2026-08-09T13:17:43.8326396+00:00"
"3168","131542","adyen","143.89","5.6","138.29","COP","settled","2026-07-23T21:03:43.8326396+00:00"
"3169","15337","stripe","145.7","4.55","141.15","MXN","pending","2026-07-28T11:28:43.8326396+00:00"
"3170","39481","adyen","143.99","2.93","141.06","USD","settled","2026-08-10T12:49:43.8326396+00:00"
"3171","129165","paypal","101.46","3.88","97.58","MXN","settled","2026-08-04T01:58:43.8326396+00:00"
"3172","98122","adyen","149.83","3.72","146.11","USD","pending","2026-08-18T05:17:43.8326396+00:00"
"3173","122259","paypal","126.38","4.62","121.76","COP","settled","2026-07-30T12:02:43.8326396+00:00"
"3174","212823","paypal","141.25","5.44","135.81","USD","settled","2026-08-09T09:02:43.8326396+00:00"
"3175","49604","stripe","23.77","0.74","23.03","MXN","settled","2026-07-30T07:58:43.8326396+00:00"
"3176","110815","stripe","119.28","4.42","114.86","MXN","settled","2026-08-10T20:52:43.8326396+00:00"
"3177","127584","adyen","116.92","4.16","112.76","USD","settled","2026-08-07T00:31:43.8326396+00:00"
"3178","64750","adyen","90.13","3.06","87.07","USD","pending","2026-07-28T19:51:43.8326396+00:00"
"3179","78601","paypal","69.68","1.78","67.9","USD","settled","2026-08-08T10:46:43.8326396+00:00"
"3180","68977","stripe","99.29","2.8","96.49","MXN","settled","2026-08-08T19:36:43.8326396+00:00"
"3181","87025","adyen","127.8","4.74","123.06","MXN","pending","2026-08-06T06:24:43.8326396+00:00"
"3182","122228","stripe","125.96","4.46","121.5","MXN","settled","2026-08-09T17:48:43.8326396+00:00"
"3183","3768","stripe","113.44","3.8","109.64","COP","settled","2026-07-24T13:10:43.8326396+00:00"
"3184","58708","stripe","140.16","2.92","137.24","USD","settled","2026-08-13T08:09:43.8326396+00:00"
"3185","112450","adyen","146.6","5.26","141.34","MXN","settled","2026-07-25T18:47:43.8326396+00:00"
"3186","154493","paypal","33.86","0.77","33.09","USD","settled","2026-08-15T09:04:43.8326396+00:00"
"3187","220110","paypal","21.14","0.79","20.35","MXN","settled","2026-07-22T11:42:43.8326396+00:00"
"3188","178131","adyen","46.39","1.45","44.94","COP","settled","2026-07-29T19:11:43.8326396+00:00"
"3189","141934","paypal","99.74","2.8","96.94","MXN","settled","2026-07-29T10:15:43.8355074+00:00"
"3190","212090","adyen","76.78","2.92","73.86","USD","pending","2026-08-17T07:56:43.8355074+00:00"
"3191","35798","stripe","100.01","2.96","97.05","MXN","settled","2026-08-12T14:34:43.8355074+00:00"
"3192","204727","paypal","8.8","0.24","8.56","USD","settled","2026-07-31T02:29:43.8355074+00:00"
"3193","171867","paypal","136.84","4.55","132.29","USD","settled","2026-07-31T14:28:43.8355074+00:00"
"3194","139799","adyen","43.97","1.07","42.9","MXN","settled","2026-07-21T03:58:43.8355074+00:00"
"3195","122507","stripe","50.61","1.24","49.37","COP","settled","2026-08-03T19:58:43.8355074+00:00"
"3196","143225","paypal","132.32","3.74","128.58","COP","settled","2026-08-11T06:44:43.8355074+00:00"
"3197","141951","stripe","58.38","1.8","56.58","MXN","settled","2026-08-04T23:21:43.8355074+00:00"
"3198","95819","paypal","35.5","1.08","34.42","USD","settled","2026-08-19T12:54:43.8355074+00:00"
"3199","111172","stripe","68.68","1.63","67.05","USD","settled","2026-08-17T14:57:43.8355074+00:00"
